TAZ,District,Sector,LUZ,Location,PlanDist,CityI,CityII,CityIII,Municipality,CityI-NC,CityII-NC,CityIII-NC
5521,55,18,5521,Region,Region,Region,Region,Region,B-Parkland County,Region,Region,Region
5522,55,18,5522,Region,Region,Region,Region,Region,B-Parkland County,Region,Region,Region
5523,55,18,5523,Region,Region,Region,Region,Region,B-Parkland County,Region,Region,Region
5524,55,18,5524,Region,Region,Region,Region,Region,B-Parkland County,Region,Region,Region
5525,55,18,5525,Region,Region,Region,Region,Region,B-Parkland County,Region,Region,Region
5526,55,18,5526,Region,Region,Region,Region,Region,B-Parkland County,Region,Region,Region
5527,55,18,5527,Region,Region,Region,Region,Region,B-Parkland County,Region,Region,Region
5528,55,18,5528,Region,Region,Region,Region,Region,B-Parkland County,Region,Region,Region
5529,55,18,5529,Region,Region,Region,Region,Region,B-Parkland County,Region,Region,Region
5530,55,18,5530,Region,Region,Region,Region,Region,B-Parkland County,Region,Region,Region
5531,55,18,5531,Region,Region,Region,Region,Region,B-Parkland County,Region,Region,Region
5532,55,18,5532,Region,Region,Region,Region,Region,B-Parkland County,Region,Region,Region
5533,55,18,5533,Region,Region,Region,Region,Region,B-Parkland County,Region,Region,Region
5534,55,18,5534,Region,Region,Region,Region,Region,B-Parkland County,Region,Region,Region
5535,55,18,5535,Region,Region,Region,Region,Region,B-Parkland County,Region,Region,Region
5536,55,18,5536,Region,Region,Region,Region,Region,B-Parkland County,Region,Region,Region
5537,55,18,5537,Region,Region,Region,Region,Region,B-Parkland County,Region,Region,Region
5538,55,18,5538,Region,Region,Region,Region,Region,B-Parkland County,Region,Region,Region
5539,55,18,5539,Region,Region,Region,Region,Region,B-Parkland County,Region,Region,Region
5540,55,18,5540,Region,Region,Region,Region,Region,B-Parkland County,Region,Region,Region
5541,55,18,5541,Region,Region,Region,Region,Region,B-Parkland County,Region,Region,Region
5542,55,18,5542,Region,Region,Region,Region,Region,B-Parkland County,Region,Region,Region
5543,55,18,5543,Region,Region,Region,Region,Region,B-Parkland County,Region,Region,Region
5544,55,18,5544,Region,Region,Region,Region,Region,B-Parkland County,Region,Region,Region
5545,55,18,5545,Region,Region,Region,Region,Region,B-Parkland County,Region,Region,Region
5546,55,18,5546,Region,Region,Region,Region,Region,B-Parkland County,Region,Region,Region
5547,55,18,5547,Region,Region,Region,Region,Region,B-Parkland County,Region,Region,Region
5548,55,18,5548,Region,Region,Region,Region,Region,B-Parkland County,Region,Region,Region
5549,55,18,5549,Region,Region,Region,Region,Region,B-Parkland County,Region,Region,Region
5550,55,18,5550,Region,Region,Region,Region,Region,B-Parkland County,Region,Region,Region
5551,55,18,5551,Region,Region,Region,Region,Region,B-Parkland County,Region,Region,Region
5552,55,18,5552,Region,Region,Region,Region,Region,B-Parkland County,Region,Region,Region
5553,55,18,5553,Region,Region,Region,Region,Region,B-Parkland County,Region,Region,Region
5554,55,18,5554,Region,Region,Region,Region,Region,B-Parkland County,Region,Region,Region
5555,55,18,5555,Region,Region,Region,Region,Region,B-Parkland County,Region,Region,Region
5556,55,18,5556,Region,Region,Region,Region,Region,B-Parkland County,Region,Region,Region
5557,55,18,5557,Region,Region,Region,Region,Region,B-Parkland County,Region,Region,Region
5558,55,18,5558,Region,Region,Region,Region,Region,B-Parkland County,Region,Region,Region
5559,55,18,5559,Region,Region,Region,Region,Region,B-Parkland County,Region,Region,Region
5560,55,18,5560,Region,Region,Region,Region,Region,B-Parkland County,Region,Region,Region
5561,55,18,5561,Region,Region,Region,Region,Region,B-Parkland County,Region,Region,Region
5562,55,18,5562,Region,Region,Region,Region,Region,B-Parkland County,Region,Region,Region
5563,55,18,5563,Region,Region,Region,Region,Region,B-Parkland County,Region,Region,Region
5564,55,18,5564,Region,Region,Region,Region,Region,B-Parkland County,Region,Region,Region
5565,55,18,5565,Region,Region,Region,Region,Region,B-Parkland County,Region,Region,Region
5566,55,18,5566,Region,Region,Region,Region,Region,B-Parkland County,Region,Region,Region
5567,55,18,5567,Region,Region,Region,Region,Region,B-Parkland County,Region,Region,Region
5568,55,18,5568,Region,Region,Region,Region,Region,B-Parkland County,Region,Region,Region
5569,55,18,5569,Region,Region,Region,Region,Region,B-Parkland County,Region,Region,Region
5570,55,18,5570,Region,Region,Region,Region,Region,B-Parkland County,Region,Region,Region
5571,55,18,5571,Region,Region,Region,Region,Region,B-Parkland County,Region,Region,Region
5572,55,18,5572,Region,Region,Region,Region,Region,B-Parkland County,Region,Region,Region
5573,55,18,5573,Region,Region,Region,Region,Region,B-Parkland County,Region,Region,Region
5574,55,18,5574,Region,Region,Region,Region,Region,B-Parkland County,Region,Region,Region
5575,55,18,5575,Region,Region,Region,Region,Region,B-Parkland County,Region,Region,Region
5601,56,18,5601,Region,Region,Region,Region,Region,B-Parkland County,Region,Region,Region
5602,56,18,5602,Region,Region,Region,Region,Region,B-Parkland County,Region,Region,Region
5603,56,18,5603,Region,Region,Region,Region,Region,B-Parkland County,Region,Region,Region
5604,56,18,5604,Region,Region,Region,Region,Region,B-Parkland County,Region,Region,Region
5605,56,18,5605,Region,Region,Region,Region,Region,B-Parkland County,Region,Region,Region
5606,56,18,5606,Region,Region,Region,Region,Region,B-Parkland County,Region,Region,Region
5607,56,18,5607,Region,Region,Region,Region,Region,B-Parkland County,Region,Region,Region
5608,56,18,5608,Region,Region,Region,Region,Region,B-Parkland County,Region,Region,Region
5609,56,18,5609,Region,Region,Region,Region,Region,B-Parkland County,Region,Region,Region
5610,56,18,5610,Region,Region,Region,Region,Region,B-Parkland County,Region,Region,Region
5611,56,18,5611,Region,Region,Region,Region,Region,B-Parkland County,Region,Region,Region
5612,56,18,5612,Region,Region,Region,Region,Region,B-Parkland County,Region,Region,Region
5613,56,18,5613,Region,Region,Region,Region,Region,B-Parkland County,Region,Region,Region
5614,56,18,5614,Region,Region,Region,Region,Region,B-Parkland County,Region,Region,Region
5615,56,18,5615,Region,Region,Region,Region,Region,B-Parkland County,Region,Region,Region
5616,56,18,5616,Region,Region,Region,Region,Region,B-Parkland County,Region,Region,Region
5617,56,18,5617,Region,Region,Region,Region,Region,B-Parkland County,Region,Region,Region
5618,56,18,5618,Region,Region,Region,Region,Region,B-Parkland County,Region,Region,Region
5701,57,19,5701,Region,Region,Region,Region,Region,C-Sturgeon County,Region,Region,Region
5702,57,19,5702,Region,Region,Region,Region,Region,C-Sturgeon County,Region,Region,Region
5703,57,19,5703,Region,Region,Region,Region,Region,C-Sturgeon County,Region,Region,Region
5704,57,19,5704,Region,Region,Region,Region,Region,C-Sturgeon County,Region,Region,Region
5705,57,19,5705,Region,Region,Region,Region,Region,C-Sturgeon County,Region,Region,Region
5706,57,19,5706,Region,Region,Region,Region,Region,C-Sturgeon County,Region,Region,Region
5707,57,19,5707,Region,Region,Region,Region,Region,C-Sturgeon County,Region,Region,Region
5708,57,19,5708,Region,Region,Region,Region,Region,C-Sturgeon County,Region,Region,Region
5709,57,19,5709,Region,Region,Region,Region,Region,C-Sturgeon County,Region,Region,Region
5710,57,19,5710,Region,Region,Region,Region,Region,C-Sturgeon County,Region,Region,Region
5711,57,19,5711,Region,Region,Region,Region,Region,C-Sturgeon County,Region,Region,Region
5712,57,19,5712,Region,Region,Region,Region,Region,C-Sturgeon County,Region,Region,Region
5713,57,19,5713,Region,Region,Region,Region,Region,C-Sturgeon County,Region,Region,Region
5714,57,19,5714,Region,Region,Region,Region,Region,C-Sturgeon County,Region,Region,Region
5715,57,19,5715,Region,Region,Region,Region,Region,C-Sturgeon County,Region,Region,Region
5716,57,19,5716,Region,Region,Region,Region,Region,C-Sturgeon County,Region,Region,Region
5717,57,19,5717,Region,Region,Region,Region,Region,C-Sturgeon County,Region,Region,Region
5718,57,19,5718,Region,Region,Region,Region,Region,C-Sturgeon County,Region,Region,Region
5719,57,19,5719,Region,Region,Region,Region,Region,C-Sturgeon County,Region,Region,Region
5720,57,19,5720,Region,Region,Region,Region,Region,C-Sturgeon County,Region,Region,Region
5721,57,19,5721,Region,Region,Region,Region,Region,C-Sturgeon County,Region,Region,Region
5722,57,19,5722,Region,Region,Region,Region,Region,C-Sturgeon County,Region,Region,Region
5723,57,19,5723,Region,Region,Region,Region,Region,C-Sturgeon County,Region,Region,Region
5724,57,19,5724,Region,Region,Region,Region,Region,C-Sturgeon County,Region,Region,Region
5725,57,19,5725,Region,Region,Region,Region,Region,C-Sturgeon County,Region,Region,Region
5726,57,19,5726,Region,Region,Region,Region,Region,C-Sturgeon County,Region,Region,Region
5727,57,19,5727,Region,Region,Region,Region,Region,C-Sturgeon County,Region,Region,Region
5728,57,19,5728,Region,Region,Region,Region,Region,C-Sturgeon County,Region,Region,Region
5729,57,19,5729,Region,Region,Region,Region,Region,C-Sturgeon County,Region,Region,Region
5730,57,19,5730,Region,Region,Region,Region,Region,C-Sturgeon County,Region,Region,Region
5731,57,19,5731,Region,Region,Region,Region,Region,C-Sturgeon County,Region,Region,Region
5732,57,19,5732,Region,Region,Region,Region,Region,C-Sturgeon County,Region,Region,Region
5733,57,19,5733,Region,Region,Region,Region,Region,C-Sturgeon County,Region,Region,Region
5734,57,19,5734,Region,Region,Region,Region,Region,C-Sturgeon County,Region,Region,Region
5735,57,19,5735,Region,Region,Region,Region,Region,C-Sturgeon County,Region,Region,Region
5736,57,19,5736,Region,Region,Region,Region,Region,C-Sturgeon County,Region,Region,Region
5737,57,19,5737,Region,Region,Region,Region,Region,C-Sturgeon County,Region,Region,Region
5738,57,19,5738,Region,Region,Region,Region,Region,C-Sturgeon County,Region,Region,Region
5739,57,19,5739,Region,Region,Region,Region,Region,C-Sturgeon County,Region,Region,Region
5740,57,19,5740,Region,Region,Region,Region,Region,C-Sturgeon County,Region,Region,Region
5741,57,19,5741,Region,Region,Region,Region,Region,C-Sturgeon County,Region,Region,Region
5742,57,19,5742,Region,Region,Region,Region,Region,C-Sturgeon County,Region,Region,Region
5743,57,19,5743,Region,Region,Region,Region,Region,C-Sturgeon County,Region,Region,Region
5744,57,19,5744,Region,Region,Region,Region,Region,C-Sturgeon County,Region,Region,Region
5745,57,19,5745,Region,Region,Region,Region,Region,C-Sturgeon County,Region,Region,Region
5746,57,19,5746,Region,Region,Region,Region,Region,C-Sturgeon County,Region,Region,Region
5747,57,19,5747,Region,Region,Region,Region,Region,C-Sturgeon County,Region,Region,Region
5748,57,19,5748,Region,Region,Region,Region,Region,C-Sturgeon County,Region,Region,Region
5749,57,19,5749,Region,Region,Region,Region,Region,C-Sturgeon County,Region,Region,Region
5750,57,19,5750,Region,Region,Region,Region,Region,C-Sturgeon County,Region,Region,Region
5751,57,19,5751,Region,Region,Region,Region,Region,C-Sturgeon County,Region,Region,Region
5752,57,19,5752,Region,Region,Region,Region,Region,C-Sturgeon County,Region,Region,Region
5753,57,19,5753,Region,Region,Region,Region,Region,C-Sturgeon County,Region,Region,Region
5754,57,19,5754,Region,Region,Region,Region,Region,C-Sturgeon County,Region,Region,Region
5755,57,19,5755,Region,Region,Region,Region,Region,C-Sturgeon County,Region,Region,Region
5756,57,19,5756,Region,Region,Region,Region,Region,C-Sturgeon County,Region,Region,Region
5757,57,19,5757,Region,Region,Region,Region,Region,C-Sturgeon County,Region,Region,Region
5758,57,19,5758,Region,Region,Region,Region,Region,C-Sturgeon County,Region,Region,Region
5759,57,19,5759,Region,Region,Region,Region,Region,C-Sturgeon County,Region,Region,Region
5760,57,19,5760,Region,Region,Region,Region,Region,C-Sturgeon County,Region,Region,Region
5761,57,19,5761,Region,Region,Region,Region,Region,C-Sturgeon County,Region,Region,Region
5762,57,19,5762,Region,Region,Region,Region,Region,C-Sturgeon County,Region,Region,Region
5763,57,19,5763,Region,Region,Region,Region,Region,C-Sturgeon County,Region,Region,Region
5764,57,19,5764,Region,Region,Region,Region,Region,C-Sturgeon County,Region,Region,Region
5765,57,19,5765,Region,Region,Region,Region,Region,C-Sturgeon County,Region,Region,Region
5766,57,19,5766,Region,Region,Region,Region,Region,C-Sturgeon County,Region,Region,Region
5767,57,19,5767,Region,Region,Region,Region,Region,C-Sturgeon County,Region,Region,Region
5768,57,19,5768,Region,Region,Region,Region,Region,C-Sturgeon County,Region,Region,Region
5769,57,19,5769,Region,Region,Region,Region,Region,C-Sturgeon County,Region,Region,Region
5770,57,19,5770,Region,Region,Region,Region,Region,C-Sturgeon County,Region,Region,Region
5771,57,19,5771,Region,Region,Region,Region,Region,C-Sturgeon County,Region,Region,Region
5772,57,19,5772,Region,Region,Region,Region,Region,C-Sturgeon County,Region,Region,Region
5773,57,19,5773,Region,Region,Region,Region,Region,C-Sturgeon County,Region,Region,Region
5774,57,19,5774,Region,Region,Region,Region,Region,C-Sturgeon County,Region,Region,Region
5775,57,19,5775,Region,Region,Region,Region,Region,C-Sturgeon County,Region,Region,Region
5776,57,19,5776,Region,Region,Region,Region,Region,C-Sturgeon County,Region,Region,Region
5777,57,19,5777,Region,Region,Region,Region,Region,C-Sturgeon County,Region,Region,Region
5778,57,19,5778,Region,Region,Region,Region,Region,C-Sturgeon County,Region,Region,Region
5779,57,19,5779,Region,Region,Region,Region,Region,C-Sturgeon County,Region,Region,Region
5780,57,19,5780,Region,Region,Region,Region,Region,C-Sturgeon County,Region,Region,Region
5781,57,19,5781,Region,Region,Region,Region,Region,C-Sturgeon County,Region,Region,Region
5782,57,19,5782,Region,Region,Region,Region,Region,C-Sturgeon County,Region,Region,Region
5783,57,19,5783,Region,Region,Region,Region,Region,C-Sturgeon County,Region,Region,Region
5784,57,19,5784,Region,Region,Region,Region,Region,C-Sturgeon County,Region,Region,Region
5785,57,19,5785,Region,Region,Region,Region,Region,C-Sturgeon County,Region,Region,Region
5786,57,19,5786,Region,Region,Region,Region,Region,C-Sturgeon County,Region,Region,Region
5787,57,19,5787,Region,Region,Region,Region,Region,C-Sturgeon County,Region,Region,Region
5788,57,19,5788,Region,Region,Region,Region,Region,C-Sturgeon County,Region,Region,Region
5789,57,19,5789,Region,Region,Region,Region,Region,C-Sturgeon County,Region,Region,Region
5790,57,19,5790,Region,Region,Region,Region,Region,C-Sturgeon County,Region,Region,Region
5791,57,19,5791,Region,Region,Region,Region,Region,C-Sturgeon County,Region,Region,Region
5792,57,19,5792,Region,Region,Region,Region,Region,C-Sturgeon County,Region,Region,Region
5793,57,19,5793,Region,Region,Region,Region,Region,C-Sturgeon County,Region,Region,Region
5794,57,19,5794,Region,Region,Region,Region,Region,C-Sturgeon County,Region,Region,Region
5795,57,19,5795,Region,Region,Region,Region,Region,C-Sturgeon County,Region,Region,Region
5801,58,19,5801,Region,Region,Region,Region,Region,C-Sturgeon County,Region,Region,Region
5802,58,19,5802,Region,Region,Region,Region,Region,C-Sturgeon County,Region,Region,Region
5803,58,19,5803,Region,Region,Region,Region,Region,C-Sturgeon County,Region,Region,Region
5804,58,19,5804,Region,Region,Region,Region,Region,C-Sturgeon County,Region,Region,Region
5805,58,19,5805,Region,Region,Region,Region,Region,C-Sturgeon County,Region,Region,Region
5806,58,19,5806,Region,Region,Region,Region,Region,C-Sturgeon County,Region,Region,Region
5807,58,19,5807,Region,Region,Region,Region,Region,C-Sturgeon County,Region,Region,Region
5808,58,19,5808,Region,Region,Region,Region,Region,C-Sturgeon County,Region,Region,Region
5809,58,19,5809,Region,Region,Region,Region,Region,C-Sturgeon County,Region,Region,Region
5810,58,19,5810,Region,Region,Region,Region,Region,C-Sturgeon County,Region,Region,Region
5811,58,19,5811,Region,Region,Region,Region,Region,C-Sturgeon County,Region,Region,Region
5812,58,19,5812,Region,Region,Region,Region,Region,C-Sturgeon County,Region,Region,Region
5813,58,19,5813,Region,Region,Region,Region,Region,C-Sturgeon County,Region,Region,Region
5814,58,19,5814,Region,Region,Region,Region,Region,C-Sturgeon County,Region,Region,Region
5815,58,19,5815,Region,Region,Region,Region,Region,C-Sturgeon County,Region,Region,Region
5816,58,19,5816,Region,Region,Region,Region,Region,C-Sturgeon County,Region,Region,Region
5817,58,19,5817,Region,Region,Region,Region,Region,C-Sturgeon County,Region,Region,Region
5818,58,19,5818,Region,Region,Region,Region,Region,C-Sturgeon County,Region,Region,Region
5819,58,19,5819,Region,Region,Region,Region,Region,C-Sturgeon County,Region,Region,Region
5901,59,19,5901,Region,Region,Region,Region,Region,D-Lamont County,Region,Region,Region
5902,59,19,5902,Region,Region,Region,Region,Region,D-Lamont County,Region,Region,Region
5903,59,19,5903,Region,Region,Region,Region,Region,D-Lamont County,Region,Region,Region
5904,59,19,5904,Region,Region,Region,Region,Region,D-Lamont County,Region,Region,Region
5905,59,19,5905,Region,Region,Region,Region,Region,D-Lamont County,Region,Region,Region
5906,59,19,5906,Region,Region,Region,Region,Region,D-Lamont County,Region,Region,Region
5907,59,19,5907,Region,Region,Region,Region,Region,D-Lamont County,Region,Region,Region
5908,59,19,5908,Region,Region,Region,Region,Region,D-Lamont County,Region,Region,Region
5909,59,19,5909,Region,Region,Region,Region,Region,D-Lamont County,Region,Region,Region
5910,59,19,5910,Region,Region,Region,Region,Region,D-Lamont County,Region,Region,Region
5911,59,19,5911,Region,Region,Region,Region,Region,D-Lamont County,Region,Region,Region
5912,59,19,5912,Region,Region,Region,Region,Region,D-Lamont County,Region,Region,Region
5913,59,19,5913,Region,Region,Region,Region,Region,D-Lamont County,Region,Region,Region
5914,59,19,5914,Region,Region,Region,Region,Region,D-Lamont County,Region,Region,Region
5915,59,19,5915,Region,Region,Region,Region,Region,D-Lamont County,Region,Region,Region
5916,59,19,5916,Region,Region,Region,Region,Region,D-Lamont County,Region,Region,Region
5917,59,19,5917,Region,Region,Region,Region,Region,D-Lamont County,Region,Region,Region
5918,59,18,5918,Region,Region,Region,Region,Region,D-Lamont County,Region,Region,Region
6001,60,18,6001,Region,Region,Region,Region,Region,9-Spruce Grove,Region,Region,Region
6002,60,18,6002,Region,Region,Region,Region,Region,9-Spruce Grove,Region,Region,Region
6003,60,18,6003,Region,Region,Region,Region,Region,9-Spruce Grove,Region,Region,Region
6004,60,18,6004,Region,Region,Region,Region,Region,9-Spruce Grove,Region,Region,Region
6005,60,18,6005,Region,Region,Region,Region,Region,9-Spruce Grove,Region,Region,Region
6006,60,18,6006,Region,Region,Region,Region,Region,9-Spruce Grove,Region,Region,Region
6007,60,18,6007,Region,Region,Region,Region,Region,9-Spruce Grove,Region,Region,Region
6008,60,18,6008,Region,Region,Region,Region,Region,9-Spruce Grove,Region,Region,Region
6009,60,18,6009,Region,Region,Region,Region,Region,9-Spruce Grove,Region,Region,Region
6010,60,18,6010,Region,Region,Region,Region,Region,9-Spruce Grove,Region,Region,Region
6011,60,18,6011,Region,Region,Region,Region,Region,9-Spruce Grove,Region,Region,Region
6012,60,18,6012,Region,Region,Region,Region,Region,9-Spruce Grove,Region,Region,Region
6013,60,18,6013,Region,Region,Region,Region,Region,9-Spruce Grove,Region,Region,Region
6014,60,18,6014,Region,Region,Region,Region,Region,9-Spruce Grove,Region,Region,Region
6015,60,18,6015,Region,Region,Region,Region,Region,9-Spruce Grove,Region,Region,Region
6016,60,18,6016,Region,Region,Region,Region,Region,9-Spruce Grove,Region,Region,Region
6017,60,18,6017,Region,Region,Region,Region,Region,9-Spruce Grove,Region,Region,Region
6018,60,18,6018,Region,Region,Region,Region,Region,9-Spruce Grove,Region,Region,Region
6019,60,18,6019,Region,Region,Region,Region,Region,9-Spruce Grove,Region,Region,Region
6020,60,18,6020,Region,Region,Region,Region,Region,9-Spruce Grove,Region,Region,Region
6021,60,18,6021,Region,Region,Region,Region,Region,9-Spruce Grove,Region,Region,Region
6022,60,18,6022,Region,Region,Region,Region,Region,9-Spruce Grove,Region,Region,Region
